date,close,change,change_percent,direction
2020-05-22,9170.00,101.35,1.1176,up
2020-05-23,9179.15,9.15,0.0998,up
2020-05-24,8720.34,-458.81,-4.9984,down
2020-05-25,8900.35,180.01,2.0643,up
2020-05-26,8841.18,-59.17,-0.6648,down
2020-05-27,9204.07,362.89,4.1045,up
2020-05-28,9575.89,371.82,4.0397,up
2020-05-29,9427.07,-148.82,-1.5541,down
2020-05-30,9697.72,270.65,2.8710,up
2020-05-31,9448.27,-249.45,-2.5723,down
2020-06-01,10200.77,752.50,7.9644,up
2020-06-02,9518.04,-682.73,-6.6929,down
2020-06-03,9666.24,148.20,1.5570,up
2020-06-04,9789.06,122.82,1.2706,up
2020-06-05,9621.16,-167.90,-1.7152,down
2020-06-06,9666.30,45.14,0.4692,up
2020-06-07,9746.99,80.69,0.8348,up
2020-06-08,9782.01,35.02,0.3593,up
2020-06-09,9772.43,-9.58,-0.0979,down
2020-06-10,9885.00,112.57,1.1519,up
2020-06-11,9280.40,-604.60,-6.1163,down
2020-06-12,9465.13,184.73,1.9905,up
2020-06-13,9473.34,8.21,0.0867,up
2020-06-14,9342.10,-131.24,-1.3854,down
2020-06-15,9426.02,83.92,0.8983,up
2020-06-16,9525.59,99.57,1.0563,up
2020-06-17,9465.14,-60.45,-0.6346,down
2020-06-18,9386.32,-78.82,-0.8327,down
2020-06-19,9310.23,-76.09,-0.8106,down
2020-06-20,9358.95,48.72,0.5233,up
2020-06-21,9294.69,-64.26,-0.6866,down
2020-06-22,9685.69,391.00,4.2067,up
2020-06-23,9624.89,-60.80,-0.6277,down
2020-06-24,9296.49,-328.40,-3.4120,down
2020-06-25,9249.49,-47.00,-0.5056,down
2020-06-26,9162.21,-87.28,-0.9436,down
2020-06-27,9012.00,-150.21,-1.6395,down
2020-06-28,9116.35,104.35,1.1579,up
2020-06-29,9192.56,76.21,0.8360,up
2020-06-30,9138.55,-54.01,-0.5875,down
2020-07-01,9232.00,93.45,1.0226,up
2020-07-02,9086.54,-145.46,-1.5756,down
2020-07-03,9058.26,-28.28,-0.3112,down
2020-07-04,9135.46,77.20,0.8523,up
2020-07-05,9069.41,-66.05,-0.7230,down
2020-07-06,9344.20,274.79,3.0299,up
2020-07-07,9257.39,-86.81,-0.9290,down
2020-07-08,9436.06,178.67,1.9300,up
2020-07-09,9232.43,-203.63,-2.1580,down
2020-07-10,9288.34,55.91,0.6056,up
2020-07-11,9234.03,-54.31,-0.5847,down
2020-07-12,9302.75,68.72,0.7442,up
2020-07-13,9242.62,-60.13,-0.6464,down
2020-07-14,9255.85,13.23,0.1431,up
2020-07-15,9197.60,-58.25,-0.6293,down
2020-07-16,9133.72,-63.88,-0.6945,down
2020-07-17,9154.32,20.60,0.2255,up
2020-07-18,9170.28,15.96,0.1743,up
2020-07-19,9208.99,38.71,0.4221,up
2020-07-20,9160.78,-48.21,-0.5235,down
2020-07-21,9390.00,229.22,2.5022,up
2020-07-22,9518.16,128.16,1.3649,up
2020-07-23,9603.27,85.11,0.8942,up
2020-07-24,9537.80,-65.47,-0.6817,down
2020-07-25,9700.42,162.62,1.7050,up
2020-07-26,9931.54,231.12,2.3826,up
2020-07-27,11029.96,1098.42,11.0599,up
2020-07-28,10906.27,-123.69,-1.1214,down
2020-07-29,11100.53,194.26,1.7812,up
2020-07-30,11099.61,-0.92,-0.0083,down
2020-07-31,11335.46,235.85,2.1248,up
2020-08-01,11801.17,465.71,4.1084,up
2020-08-02,11071.35,-729.82,-6.1843,down
2020-08-03,11219.81,148.46,1.3409,up
2020-08-04,11191.97,-27.84,-0.2481,down
2020-08-05,11744.91,552.94,4.9405,up
2020-08-06,11762.46,17.55,0.1494,up
2020-08-07,11594.23,-168.23,-1.4302,down
2020-08-08,11761.41,167.18,1.4419,up
2020-08-09,11681.68,-79.73,-0.6779,down
2020-08-10,11892.92,211.24,1.8083,up
2020-08-11,11392.08,-500.84,-4.2112,down
2020-08-12,11564.33,172.25,1.5120,up
2020-08-13,11780.00,215.67,1.8650,up
2020-08-14,11760.54,-19.46,-0.1652,down
2020-08-15,11852.40,91.86,0.7811,up
2020-08-16,11911.00,58.60,0.4944,up
2020-08-17,12281.13,370.13,3.1075,up
2020-08-18,11945.01,-336.12,-2.7369,down
2020-08-19,11754.59,-190.42,-1.5941,down
2020-08-20,11853.55,98.96,0.8419,up
2020-08-21,11531.34,-322.21,-2.7183,down
2020-08-22,11662.96,131.62,1.1414,up
2020-08-23,11648.13,-14.83,-0.1272,down
2020-08-24,11748.20,100.07,0.8591,up
2020-08-25,11318.42,-429.78,-3.6583,down
2020-08-26,11461.43,143.01,1.2635,up
2020-08-27,11330.38,-131.05,-1.1434,down
2020-08-28,11526.91,196.53,1.7345,up
2020-08-29,11465.84,-61.07,-0.5298,down
2020-08-30,11711.16,245.32,2.1396,up
2020-08-31,11649.51,-61.65,-0.5264,down
2020-09-01,11921.97,272.46,2.3388,up
2020-09-02,11388.54,-533.43,-4.4743,down
2020-09-03,10140.85,-1247.69,-10.9557,down
2020-09-04,10446.25,305.40,3.0116,up
2020-09-05,10166.69,-279.56,-2.6762,down
2020-09-06,10256.20,89.51,0.8804,up
2020-09-07,10373.44,117.24,1.1431,up
2020-09-08,10126.65,-246.79,-2.3791,down
2020-09-09,10219.20,92.55,0.9139,up
2020-09-10,10336.87,117.67,1.1515,up
2020-09-11,10387.89,51.02,0.4936,up
2020-09-12,10440.92,53.03,0.5105,up
2020-09-13,10332.83,-108.09,-1.0353,down
2020-09-14,10671.77,338.94,3.2802,up
2020-09-15,10785.31,113.54,1.0639,up
2020-09-16,10954.01,168.70,1.5642,up
2020-09-17,10939.99,-14.02,-0.1280,down
2020-09-18,10933.39,-6.60,-0.0603,down
2020-09-19,11080.65,147.26,1.3469,up
2020-09-20,10920.28,-160.37,-1.4473,down
2020-09-21,10417.22,-503.06,-4.6067,down
2020-09-22,10529.61,112.39,1.0789,up
2020-09-23,10241.46,-288.15,-2.7366,down
2020-09-24,10736.32,494.86,4.8319,up
2020-09-25,10686.67,-49.65,-0.4624,down
2020-09-26,10728.60,41.93,0.3924,up
2020-09-27,10774.25,45.65,0.4255,up
2020-09-28,10696.12,-78.13,-0.7252,down
2020-09-29,10840.48,144.36,1.3496,up
2020-09-30,10776.59,-63.89,-0.5894,down
2020-10-01,10619.13,-157.46,-1.4611,down
2020-10-02,10570.40,-48.73,-0.4589,down
2020-10-03,10542.06,-28.34,-0.2681,down
2020-10-04,10666.63,124.57,1.1816,up
2020-10-05,10792.21,125.58,1.1773,up
2020-10-06,10599.66,-192.55,-1.7842,down
2020-10-07,10666.39,66.73,0.6295,up
2020-10-08,10925.57,259.18,2.4299,up
2020-10-09,11050.64,125.07,1.1447,up
2020-10-10,11293.22,242.58,2.1952,up
2020-10-11,11369.02,75.80,0.6712,up
2020-10-12,11528.25,159.23,1.4006,up
2020-10-13,11420.56,-107.69,-0.9341,down
2020-10-14,11417.89,-2.67,-0.0234,down
2020-10-15,11505.12,87.23,0.7640,up
2020-10-16,11319.32,-185.80,-1.6149,down
